,Index,IndexType
8927,17267,train
8928,1487,train
8929,7633,train
8930,14595,train
8931,10307,train
8932,5795,train
8933,5491,train
8934,15377,train
8935,618,train
8936,3799,train
8937,14941,train
8938,1600,train
8939,14991,train
8940,15280,train
8941,9807,train
8942,1752,train
8943,15788,train
8944,2040,train
8945,2083,train
8946,7965,train
8947,13093,train
8948,546,train
8949,6199,train
8950,15709,train
8951,13948,train
8952,1356,train
8953,5147,train
8954,16324,train
8955,8867,train
8956,10737,train
8957,18132,train
8958,10694,train
8959,6014,train
8960,7169,train
8961,175,train
8962,18440,train
8963,2208,train
8964,16757,train
8965,3787,train
8966,10417,train
8967,12585,train
8968,9318,train
8969,16544,train
8970,18434,train
8971,16890,train
8972,2441,train
8973,11266,train
8974,1322,train
8975,1603,train
8976,9945,train
8977,8014,train
8978,4065,train
8979,1294,train
8980,2000,train
8981,15506,train
8982,2063,train
8983,1507,train
8984,12648,train
8985,1559,train
8986,16110,train
8987,5577,train
8988,10929,train
8989,14612,train
8990,10688,train
8991,16366,train
8992,12701,train
8993,16778,train
8994,5611,train
8995,18457,train
8996,5335,train
8997,9546,train
8998,18533,train
8999,4141,train
9000,15987,train
9001,3549,train
9002,6016,train
9003,6906,train
9004,6720,train
9005,1235,train
9006,15355,train
9007,12165,train
9008,10643,train
9009,17853,train
9010,2251,train
9011,9217,train
9012,3670,train
9013,12196,train
9014,13796,train
9015,11227,train
9016,8505,train
9017,14169,train
9018,12489,train
9019,14860,train
9020,17228,train
9021,947,train
9022,6985,train
9023,14155,train
9024,2970,train
9025,15835,train
9026,12575,train
9027,3885,train
9028,18514,train
9029,16626,train
9030,11551,train
9031,6697,train
9032,11592,train
9033,16403,train
9034,7131,train
9035,6058,train
9036,1840,train
9037,1564,train
9038,3673,train
9039,18360,train
9040,4311,train
9041,4698,train
9042,16078,train
9043,3320,train
9044,5192,train
9045,10464,train
9046,4468,train
9047,4773,train
9048,6575,train
9049,14699,train
9050,4709,train
9051,847,train
9052,15653,train
9053,838,train
9054,8740,train
9055,7532,train
9056,7759,train
9057,4597,train
9058,9609,train
9059,5785,train
9060,18289,train
9061,604,train
9062,12586,train
9063,15783,train
9064,7225,train
9065,2311,train
9066,13038,train
9067,12126,train
9068,1982,train
9069,8391,train
9070,8677,train
9071,5728,train
9072,2823,train
9073,4551,train
9074,5336,train
9075,4453,train
9076,8186,train
9077,3749,train
9078,14236,train
9079,12083,train
9080,8001,train
9081,17081,train
9082,15031,train
9083,9079,train
9084,524,train
9085,17728,train
9086,9139,train
9087,8450,train
9088,16858,train
9089,17352,train
9090,13441,train
9091,122,train
9092,4366,train
9093,13190,train
9094,15693,train
9095,2302,train
9096,7397,train
9097,16404,train
9098,5820,train
9099,9197,train
9100,14023,train
9101,16368,train
9102,8880,train
9103,3055,train
9104,3566,train
9105,48,train
9106,10324,train
9107,501,train
9108,3185,train
9109,12204,train
9110,229,train
9111,12947,train
9112,2824,train
9113,8772,train
9114,13397,train
9115,3007,train
9116,4305,train
9117,1074,train
9118,10942,train
9119,13106,train
9120,11682,train
9121,7653,train
9122,7210,train
9123,2944,train
9124,16283,train
9125,10910,train
9126,17536,train
9127,8638,train
9128,10362,train
9129,4433,train
9130,13111,train
9131,4161,train
9132,3117,train
9133,16607,train
9134,6878,train
9135,17565,train
9136,10260,train
9137,5322,train
9138,13018,train
9139,15161,train
9140,2419,train
9141,16145,train
9142,18342,train
9143,14116,train
9144,12729,train
9145,1017,train
9146,14538,train
9147,8540,train
9148,7743,train
9149,1928,train
9150,17617,train
9151,350,train
9152,12511,train
9153,223,train
9154,6030,train
9155,18282,train
9156,18247,train
9157,9179,train
9158,13363,train
9159,2500,train
9160,17995,train
9161,14224,train
9162,564,train
9163,9774,train
9164,10367,train
9165,14936,train
9166,14461,train
9167,14918,train
9168,3385,train
9169,3933,train
9170,7959,train
9171,2707,train
9172,2790,train
9173,3446,train
9174,13945,train
9175,3535,train
9176,10920,train
9177,14081,train
9178,18301,train
9179,18700,train
9180,16731,train
9181,7525,train
9182,821,train
9183,10255,train
9184,17471,train
9185,8278,train
9186,8273,train
9187,14410,train
9188,18207,train
9189,10889,train
9190,9023,train
9191,7645,train
9192,13251,train
9193,14955,train
9194,2833,train
9195,10372,train
9196,7406,train
9197,13123,train
9198,18028,train
9199,8240,train
9200,11267,train
9201,13731,train
9202,9979,train
9203,17559,train
9204,7768,train
9205,16401,train
9206,4095,train
9207,2689,train
9208,1189,train
9209,9285,train
9210,4845,train
9211,5210,train
9212,3990,train
9213,8060,train
9214,10565,train
9215,5676,train
9216,14066,train
9217,10950,train
9218,16067,train
9219,14205,train
9220,14050,train
9221,13322,train
9222,12169,train
9223,14649,train
9224,14578,train
9225,3880,train
9226,17239,train
9227,14960,train
9228,11356,train
9229,4934,train
9230,13115,train
9231,18120,train
9232,7746,train
9233,13238,train
9234,5235,train
9235,3945,train
9236,10121,train
9237,2164,train
9238,2886,train
9239,10109,train
9240,8714,train
9241,15099,train
9242,16707,train
9243,11176,train
9244,5666,train
9245,172,train
9246,639,train
9247,11504,train
9248,13028,train
9249,17619,train
9250,11570,train
9251,5065,train
9252,9335,train
9253,15746,train
9254,7435,train
9255,13909,train
9256,10932,train
9257,10024,train
9258,14168,train
9259,8919,train
9260,17989,train
9261,15794,train
9262,9026,train
9263,2486,train
9264,9322,train
9265,15339,train
9266,13357,train
9267,10713,train
9268,8257,train
9269,15311,train
9270,14854,train
9271,2024,train
9272,1872,train
9273,354,train
9274,5360,train
9275,12637,train
9276,13677,train
9277,1164,train
9278,17024,train
9279,17712,train
9280,3395,train
9281,14709,train
9282,3127,train
9283,9694,train
9284,15260,train
9285,12381,train
9286,9383,train
9287,18055,train
9288,10563,train
9289,4354,train
9290,14496,train
9291,18864,train
9292,3587,train
9293,11209,train
9294,15331,train
9295,10962,train
9296,10185,train
9297,324,train
9298,7890,train
9299,5171,train
9300,5648,train
9301,6743,train
9302,15944,train
9303,3209,train
9304,17179,train
9305,13008,train
9306,4752,train
9307,8879,train
9308,2379,train
9309,15208,train
9310,8021,train
9311,17130,train
9312,6658,train
9313,17457,train
9314,8177,train
9315,7857,train
9316,4421,train
9317,1101,train
9318,13595,train
9319,8609,train
9320,8061,train
9321,3250,train
9322,3557,train
9323,709,train
9324,118,train
9325,10214,train
9326,4598,train
9327,2042,train
9328,7419,train
9329,6130,train
9330,13982,train
9331,317,train
9332,12239,train
9333,5315,train
9334,15719,train
9335,6606,train
9336,17902,train
9337,5003,train
9338,6523,train
9339,9573,train
9340,11928,train
9341,4273,train
9342,5739,train
9343,17351,train
9344,5470,train
9345,5816,train
9346,13956,train
9347,87,train
9348,7630,train
9349,4163,train
9350,3382,train
9351,10917,train
9352,403,train
9353,4911,train
9354,9365,train
9355,15421,train
9356,6378,train
9357,2241,train
9358,13133,train
9359,15601,train
9360,14329,train
9361,6310,train
9362,9219,train
9363,10397,train
9364,5517,train
9365,2436,train
9366,4689,train
9367,14761,train
9368,9470,train
9369,11899,train
9370,6856,train
9371,13889,train
9372,14104,train
9373,6654,train
9374,1425,train
9375,5027,train
9376,5281,train
9377,13419,train
9378,1502,train
9379,11061,train
9380,9799,train
9381,15130,train
9382,17538,train
9383,678,train
9384,6673,train
9385,5851,train
9386,7194,train
9387,10095,train
9388,12326,train
9389,5053,train
9390,1850,train
9391,6522,train
9392,1070,train
9393,16025,train
9394,6784,train
9395,15325,train
9396,2772,train
9397,3392,train
9398,1099,train
9399,7378,train
9400,11034,train
9401,1749,train
9402,418,train
9403,13784,train
9404,5819,train
9405,12932,train
9406,10139,train
9407,10491,train
9408,16906,train
9409,17779,train
9410,18677,train
9411,8400,train
9412,17103,train
9413,11986,train
9414,4893,train
9415,8720,train
9416,8971,train
9417,722,train
9418,5176,train
9419,10153,train
9420,1860,train
9421,17439,train
9422,1687,train
9423,8498,train
9424,18018,train
9425,1992,train
9426,10524,train
9427,15267,train
9428,14444,train
9429,12908,train
9430,15353,train
9431,6117,train
9432,3459,train
9433,6567,train
9434,17801,train
9435,5670,train
9436,9296,train
9437,12804,train
9438,2810,train
9439,8949,train
9440,5492,train
9441,12613,train
9442,15621,train
9443,574,train
9444,8449,train
9445,16886,train
9446,16452,train
9447,9232,train
9448,17032,train
9449,17348,train
9450,3625,train
9451,16865,train
9452,17945,train
9453,8695,train
9454,6354,train
9455,10514,train
9456,14869,train
9457,848,train
9458,2248,train
9459,5616,train
9460,8564,train
9461,17909,train
9462,17845,train
9463,8118,train
9464,5303,train
9465,4052,train
9466,10923,train
9467,11880,train
9468,17345,train
9469,4076,train
9470,997,train
9471,4332,train
9472,9368,train
9473,551,train
9474,16962,train
9475,4372,train
9476,3497,train
9477,18777,train
9478,11409,train
9479,8032,train
9480,1407,train
9481,17355,train
9482,14517,train
9483,13987,train
9484,693,train
9485,10725,train
9486,5011,train
9487,3443,train
9488,9174,train
9489,4175,train
9490,4222,train
9491,8283,train
9492,10458,train
9493,18136,train
9494,13856,train
9495,18256,train
9496,261,train
9497,18220,train
9498,5497,train
9499,14264,train
9500,4016,train
9501,3626,train
9502,13358,train
9503,445,train
9504,6752,train
9505,5111,train
9506,3555,train
9507,16119,train
9508,7338,train
9509,3367,train
9510,14506,train
9511,11059,train
9512,2526,train
9513,14510,train
9514,12184,train
9515,1168,train
9516,4144,train
9517,7892,train
9518,8276,train
9519,3149,train
9520,880,train
9521,6747,train
9522,15396,train
9523,7572,train
9524,18467,train
9525,1467,train
9526,8154,train
9527,15991,train
9528,6537,train
9529,452,train
9530,4137,train
9531,3039,train
9532,4150,train
9533,17684,train
9534,16589,train
9535,14946,train
9536,579,train
9537,6571,train
9538,7467,train
9539,16081,train
9540,12884,train
9541,867,train
9542,14845,train
9543,4157,train
9544,6349,train
9545,12534,train
9546,15993,train
9547,402,train
9548,4428,train
9549,10276,train
9550,3057,train
9551,10190,train
9552,7060,train
9553,164,train
9554,14637,train
9555,10390,train
9556,11347,train
9557,3317,train
9558,7865,train
9559,12888,train
9560,6851,train
9561,1847,train
9562,16822,train
9563,1334,train
9564,8779,train
9565,17772,train
9566,15029,train
9567,8945,train
9568,11256,train
9569,17626,train
9570,6997,train
9571,706,train
9572,3491,train
9573,4573,train
9574,14993,train
9575,7706,train
9576,7054,train
9577,5580,train
9578,3151,train
9579,6617,train
9580,4784,train
9581,4022,train
9582,12928,train
9583,9266,train
9584,14605,train
9585,18657,train
9586,9118,train
9587,14131,train
9588,2429,train
9589,246,train
9590,3815,train
9591,12213,train
9592,9089,train
9593,2262,train
9594,10438,train
9595,835,train
9596,8624,train
9597,14068,train
9598,1173,train
9599,17311,train
9600,6437,train
9601,12334,train
9602,12599,train
9603,17462,train
9604,5289,train
9605,8098,train
9606,17636,train
9607,250,train
9608,17808,train
9609,7952,train
9610,18685,train
9611,7334,train
9612,2793,train
9613,11776,train
9614,11817,train
9615,7795,train
9616,17481,train
9617,3407,train
9618,18748,train
9619,11291,train
9620,8625,train
9621,12818,train
9622,7422,train
9623,8963,train
9624,1997,train
9625,15399,train
9626,18200,train
9627,11326,train
9628,5629,train
9629,4002,train
9630,12680,train
9631,4753,train
9632,18435,train
9633,14353,train
9634,12978,train
9635,4196,train
9636,9635,train
9637,3681,train
9638,3019,train
9639,4310,train
9640,7448,train
9641,11828,train
9642,3985,train
9643,13297,train
9644,9205,train
9645,18009,train
9646,2569,train
9647,15664,train
9648,4277,train
9649,3666,train
9650,8412,train
9651,18782,train
9652,2446,train
9653,6821,train
9654,11610,train
9655,6520,train
9656,16579,train
9657,8959,train
9658,3172,train
9659,1223,train
9660,544,train
9661,1204,train
9662,11974,train
9663,8613,train
9664,9257,train
9665,7242,train
9666,2637,train
9667,8761,train
9668,14085,train
9669,1388,train
9670,17096,train
9671,17679,train
9672,877,train
9673,10721,train
9674,8388,train
9675,98,train
9676,4379,train
9677,15677,train
9678,11189,train
9679,3908,train
9680,10763,train
9681,7688,train
9682,12409,train
9683,6496,train
9684,17587,train
9685,8447,train
9686,18488,train
9687,8075,train
9688,6964,train
9689,6479,train
9690,4711,train
9691,11603,train
9692,989,train
9693,17911,train
9694,2682,train
9695,12632,train
9696,2508,train
9697,17426,train
9698,16132,train
9699,4314,train
9700,13745,train
9701,12361,train
9702,5356,train
9703,6639,train
9704,5972,train
9705,9436,train
9706,3734,train
9707,14249,train
9708,11196,train
9709,7787,train
9710,17489,train
9711,17700,train
9712,10949,train
9713,1876,train
9714,13061,train
9715,5262,train
9716,8446,train
9717,15350,train
9718,5159,train
9719,17181,train
9720,13474,train
9721,759,train
9722,5481,train
9723,654,train
9724,5812,train
9725,5288,train
9726,2892,train
9727,17669,train
9728,5636,train
9729,9612,train
9730,3044,train
9731,17222,train
9732,10783,train
9733,8520,train
9734,16499,train
9735,15316,train
9736,7318,train
9737,6159,train
9738,12612,train
9739,6022,train
9740,5092,train
9741,11211,train
9742,11221,train
9743,17194,train
9744,17741,train
9745,13890,train
9746,1131,train
9747,11210,train
9748,11137,train
9749,3659,train
9750,15466,train
9751,9465,train
9752,17176,train
9753,2663,train
9754,18093,train
9755,5378,train
9756,10012,train
9757,9554,train
9758,12200,train
9759,5533,train
9760,4,train
9761,16034,train
9762,1927,train
9763,15734,train
9764,13582,train
9765,10379,train
9766,2880,train
9767,5839,train
9768,3381,train
9769,9494,train
9770,16666,train
9771,4957,train
9772,15561,train
9773,16801,train
9774,11305,train
9775,5720,train
9776,14017,train
9777,942,train
9778,3235,train
9779,3257,train
9780,16461,train
9781,16183,train
9782,8368,train
9783,8627,train
9784,13361,train
9785,308,train
9786,1565,train
9787,6727,train
9788,2135,train
9789,17627,train
9790,10861,train
9791,17739,train
9792,13842,train
9793,17210,train
9794,3874,train
9795,16529,train
9796,7393,train
9797,2276,train
9798,7072,train
9799,14687,train
9800,17816,train
9801,2623,train
9802,14034,train
9803,8534,train
9804,18088,train
9805,231,train
9806,8371,train
9807,15819,train
9808,737,train
9809,2838,train
9810,12352,train
9811,8216,train
9812,13394,train
9813,15008,train
9814,14180,train
9815,5705,train
9816,12359,train
9817,9513,train
9818,5935,train
9819,10187,train
9820,6495,train
9821,755,train
9822,11982,train
9823,18315,train
9824,8119,train
9825,8992,train
9826,16460,train
9827,14923,train
9828,6200,train
9829,18122,train
9830,69,train
9831,5367,train
9832,8084,train
9833,5682,train
9834,18116,train
9835,18830,train
9836,1680,train
9837,15565,train
9838,8569,train
9839,9661,train
9840,5961,train
9841,2603,train
9842,7868,train
9843,12868,train
9844,5413,train
9845,17353,train
9846,11283,train
9847,10918,train
9848,8669,train
9849,18245,train
9850,2283,train
9851,3732,train
9852,9045,train
9853,14101,train
9854,8943,train
9855,18339,train
9856,12663,train
9857,18629,train
9858,15364,train
9859,6620,train
9860,12315,train
9861,5127,train
9862,15274,train
9863,14926,train
9864,1545,train
9865,739,train
9866,11572,train
9867,10875,train
9868,1674,train
9869,16604,train
9870,6984,train
9871,6795,train
9872,14751,train
9873,3518,train
9874,14171,train
9875,10546,train
9876,4732,train
9877,773,train
9878,865,train
9879,8521,train
9880,5200,train
9881,16839,train
9882,641,train
9883,14690,train
9884,12460,train
9885,11089,train
9886,3203,train
9887,7288,train
9888,5204,train
9889,9057,train
9890,11177,train
9891,18477,train
9892,15389,train
9893,6923,train
9894,3840,train
9895,15126,train
9896,11197,train
9897,9154,train
9898,16214,train
9899,6665,train
9900,15284,train
9901,17719,train
9902,3309,train
9903,10358,train
9904,363,train
9905,3723,train
9906,11017,train
9907,7670,train
9908,11789,train
9909,4726,train
9910,8738,train
9911,2940,train
9912,471,train
9913,1641,train
9914,17744,train
9915,16995,train
9916,17238,train
9917,12294,train
9918,1172,train
9919,13687,train
9920,6085,train
9921,9602,train
9922,17549,train
9923,13348,train
9924,3364,train
9925,16910,train
9926,12653,train
9927,1410,train
9928,13961,train
9929,6666,train
9930,16208,train
9931,8634,train
9932,16022,train
9933,815,train
9934,6500,train
9935,7322,train
9936,2131,train
9937,1797,train
9938,7727,train
9939,4575,train
9940,5190,train
9941,8167,train
9942,3122,train
9943,5365,train
9944,4275,train
9945,523,train
9946,3089,train
9947,13338,train
9948,11619,train
9949,18852,train
9950,14004,train
9951,5253,train
9952,17042,train
9953,1532,train
9954,11819,train
9955,12245,train
9956,11602,train
9957,2831,train
9958,8269,train
9959,9727,train
9960,7489,train
9961,12387,train
9962,16539,train
9963,12344,train
9964,1299,train
9965,6273,train
9966,5499,train
9967,13436,train
9968,15642,train
9969,9294,train
9970,6230,train
9971,1480,train
9972,17303,train
9973,1601,train
9974,10151,train
9975,5091,train
9976,7067,train
9977,15380,train
9978,10987,train
9979,15645,train
9980,13457,train
9981,12683,train
9982,3661,train
9983,6048,train
9984,8747,train
9985,4825,train
9986,9355,train
9987,5680,train
9988,11549,train
9989,397,train
9990,1537,train
9991,2506,train
9992,14639,train
9993,13385,train
9994,3010,train
9995,14914,train
9996,723,train
9997,300,train
9998,3192,train
9999,12988,train
10000,7328,train
10001,12325,train
10002,4185,train
10003,2713,train
10004,13471,train
10005,11496,train
10006,11334,train
10007,17921,train
10008,16367,train
10009,17994,train
10010,4582,train
10011,18010,train
10012,7367,train
10013,10681,train
10014,13307,train
10015,2511,train
10016,7433,train
10017,17122,train
10018,9344,train
10019,6965,train
10020,1212,train
10021,7055,train
10022,11914,train
10023,2349,train
10024,9261,train
10025,15946,train
10026,12573,train
10027,15727,train
10028,5427,train
10029,13744,train
10030,15989,train
10031,8857,train
10032,7216,train
10033,5994,train
10034,8834,train
10035,11070,train
10036,3767,train
10037,4272,train
10038,18570,train
10039,12141,train
10040,786,train
10041,15809,train
10042,18839,train
10043,13736,train
10044,13000,train
10045,15062,train
10046,7853,train
10047,17790,train
10048,14990,train
10049,2905,train
10050,4626,train
10051,12314,train
10052,996,train
10053,16568,train
10054,154,train
10055,7246,train
10056,11468,train
10057,6250,train
10058,13285,train
10059,8055,train
10060,18444,train
10061,5523,train
10062,16598,train
10063,7505,train
10064,8926,train
10065,156,train
10066,18622,train
10067,3085,train
10068,17895,train
10069,1552,train
10070,12780,train
10071,14166,train
10072,495,train
10073,2321,train
10074,912,train
10075,15235,train
10076,8777,train
10077,151,train
10078,17403,train
10079,15259,train
10080,14945,train
10081,1738,train
10082,3001,train
10083,9309,train
10084,13484,train
10085,6961,train
10086,17953,train
10087,2883,train
10088,3720,train
10089,7127,train
10090,15047,train
10091,10235,train
10092,888,train
10093,5471,train
10094,3201,train
10095,14129,train
10096,10468,train
10097,4823,train
10098,4704,train
10099,343,train
10100,4136,train
10101,15779,train
10102,3188,train
10103,4522,train
10104,2223,train
10105,14361,train
10106,2121,train
10107,6858,train
10108,15153,train
10109,16900,train
10110,14093,train
10111,12995,train
10112,13797,train
10113,10252,train
10114,7366,train
10115,6257,train
10116,4734,train
10117,17369,train
10118,1465,train
10119,4593,train
10120,17687,train
10121,3565,train
10122,5840,train
10123,283,train
10124,18213,train
10125,11790,train
10126,6175,train
10127,15017,train
10128,8911,train
10129,4151,train
10130,18565,train
10131,13114,train
10132,10313,train
10133,12076,train
10134,7376,train
10135,13792,train
10136,18228,train
10137,8861,train
10138,17385,train
10139,3161,train
10140,2630,train
10141,16851,train
10142,3174,train
10143,14600,train
10144,16879,train
10145,1203,train
10146,6413,train
10147,14827,train
10148,616,train
10149,10118,train
10150,3114,train
10151,10833,train
10152,17456,train
10153,16667,train
10154,7481,train
10155,17090,train
10156,13574,train
10157,16470,train
10158,2728,train
10159,15242,train
10160,2460,train
10161,10318,train
10162,11810,train
10163,17166,train
10164,14421,train
10165,1357,train
10166,17249,train
10167,7798,train
10168,8997,train
10169,16630,train
10170,7776,train
10171,1590,train
10172,18611,train
10173,3140,train
10174,5338,train
10175,8895,train
10176,14777,train
10177,15659,train
10178,547,train
10179,7118,train
10180,7264,train
10181,6937,train
10182,26,train
10183,1067,train
10184,3918,train
10185,6604,train
10186,5529,train
10187,6678,train
10188,5398,train
10189,11360,train
10190,12579,train
10191,8081,train
10192,9413,train
10193,14003,train
10194,10740,train
10195,18393,train
10196,437,train
10197,13101,train
10198,11112,train
10199,18739,train
10200,5269,train
10201,1861,train
10202,10891,train
10203,15224,train
10204,8316,train
10205,10673,train
10206,9225,train
10207,1,train
10208,2706,train
10209,17396,train
10210,8518,train
10211,5325,train
10212,10691,train
10213,9196,train
10214,6957,train
10215,7329,train
10216,5966,train
10217,12904,train
10218,18493,train
10219,4011,train
10220,3462,train
10221,534,train
10222,18231,train
10223,5823,train
10224,585,train
10225,11875,train
10226,15499,train
10227,12687,train
10228,12986,train
10229,14787,train
10230,8683,train
10231,9743,train
10232,6362,train
10233,9088,train
10234,12461,train
10235,6464,train
10236,10148,train
10237,16762,train
10238,11740,train
10239,18252,train
10240,1916,train
10241,11377,train
10242,18725,train
10243,9697,train
10244,8107,train
10245,8082,train
10246,1910,train
10247,12907,train
10248,17701,train
10249,1133,train
10250,14220,train
10251,10710,train
10252,15726,train
10253,1317,train
10254,4368,train
10255,8313,train
10256,16556,train
10257,10641,train
10258,12597,train
10259,7325,train
10260,6080,train
10261,15560,train
10262,2601,train
10263,6568,train
10264,16180,train
10265,14621,train
10266,2173,train
10267,18151,train
10268,3605,train
10269,6429,train
10270,18186,train
10271,7995,train
10272,9142,train
10273,3768,train
10274,5077,train
10275,8274,train
10276,17956,train
10277,9599,train
10278,4631,train
10279,12753,train
10280,240,train
10281,12842,train
10282,10771,train
10283,12272,train
10284,11461,train
10285,10930,train
10286,7602,train
10287,12480,train
10288,1867,train
10289,12831,train
10290,18791,train
10291,12735,train
10292,2521,train
10293,14784,train
10294,1820,train
10295,2410,train
10296,8243,train
10297,16800,train
10298,6637,train
10299,5187,train
10300,14652,train
10301,11769,train
10302,4565,train
10303,7942,train
10304,18825,train
10305,6391,train
10306,2118,train
10307,10050,train
10308,3779,train
10309,17607,train
10310,4961,train
10311,2809,train
10312,498,train
10313,11445,train
10314,918,train
10315,14608,train
10316,8617,train
10317,4284,train
10318,14865,train
10319,13077,train
10320,228,train
10321,12761,train
10322,15336,train
10323,2741,train
10324,11703,train
10325,9271,train
10326,13848,train
10327,11113,train
10328,6001,train
10329,5718,train
10330,14907,train
10331,5583,train
10332,17376,train
10333,11845,train
10334,7867,train
10335,14297,train
10336,1128,train
10337,14127,train
10338,10523,train
10339,10400,train
10340,16684,train
10341,10298,train
10342,1706,train
10343,7450,train
10344,3153,train
10345,10364,train
10346,11523,train
10347,14925,train
10348,15595,train
10349,512,train
10350,6240,train
10351,7104,train
10352,10566,train
10353,9824,train
10354,13776,train
10355,10490,train
10356,18648,train
10357,12642,train
10358,2721,train
10359,7445,train
10360,7893,train
10361,7509,train
10362,16536,train
10363,8042,train
10364,15814,train
10365,13316,train
10366,13688,train
10367,18670,train
10368,14710,train
10369,11428,train
10370,14897,train
10371,17305,train
10372,15095,train
10373,15868,train
10374,18671,train
10375,9053,train
10376,14553,train
10377,6054,train
10378,14732,train
10379,4225,train
10380,2550,train
10381,17833,train
10382,7440,train
10383,17683,train
10384,6768,train
10385,15528,train
10386,2681,train
10387,6449,train
10388,15117,train
10389,14513,train
10390,1045,train
10391,2644,train
10392,4435,train
10393,11357,train
10394,11831,train
10395,4487,train
10396,2061,train
10397,4645,train
10398,9112,train
10399,11004,train
10400,3775,train
10401,17597,train
10402,5596,train
10403,17934,train
10404,10741,train
10405,9297,train
10406,7265,train
10407,15778,train
10408,10573,train
10409,4174,train
10410,8737,train
10411,9216,train
10412,17265,train
10413,13035,train
10414,14556,train
10415,10143,train
10416,17920,train
10417,8543,train
10418,5607,train
10419,983,train
10420,14838,train
10421,5480,train
10422,5068,train
10423,4797,train
10424,16855,train
10425,3662,train
10426,18142,train
10427,10486,train
10428,6947,train
10429,4657,train
10430,6414,train
10431,15536,train
10432,3150,train
10433,16513,train
10434,12992,train
10435,4813,train
10436,9265,train
10437,5969,train
10438,11891,train
10439,2939,train
10440,1340,train
10441,18387,train
10442,1391,train
10443,14097,train
10444,7437,train
10445,13469,train
10446,8802,train
10447,15923,train
10448,17843,train
10449,13150,train
10450,6146,train
10451,9775,train
10452,1412,train
10453,13660,train
10454,12002,train
10455,2256,train
10456,16187,train
10457,15692,train
10458,6120,train
10459,2212,train
10460,5603,train
10461,10814,train
10462,8881,train
10463,6004,train
10464,5417,train
10465,4938,train
10466,3624,train
10467,3158,train
10468,4267,train
10469,9158,train
10470,463,train
10471,1754,train
10472,16793,train
10473,13148,train
10474,6380,train
10475,3829,train
10476,378,train
10477,11298,train
10478,14585,train
10479,1335,train
10480,18592,train
10481,2716,train
10482,14006,train
10483,16447,train
10484,14997,train
10485,17970,train
10486,17927,train
10487,10003,train
10488,6322,train
10489,13430,train
10490,18131,train
10491,1894,train
10492,9399,train
10493,4661,train
10494,14120,train
10495,7769,train
10496,7090,train
10497,6221,train
10498,13320,train
10499,9381,train
10500,14615,train
10501,13588,train
10502,17555,train
10503,7037,train
10504,11646,train
10505,15105,train
10506,12537,train
10507,12635,train
10508,13475,train
10509,12584,train
10510,15071,train
10511,16287,train
10512,3992,train
10513,6691,train
10514,16581,train
10515,1030,train
10516,9164,train
10517,2220,train
10518,11966,train
10519,9488,train
10520,1577,train
10521,18139,train
10522,9947,train
10523,3793,train
10524,17825,train
10525,15295,train
10526,4327,train
10527,17495,train
10528,8302,train
10529,18402,train
10530,10544,train
10531,7686,train
10532,5731,train
10533,2917,train
10534,5586,train
10535,7088,train
10536,6326,train
10537,1515,train
10538,18375,train
10539,11278,train
10540,2371,train
10541,3432,train
10542,2263,train
10543,4479,train
10544,4239,train
10545,17451,train
10546,1390,train
10547,893,train
10548,1490,train
10549,16948,train
10550,10042,train
10551,15461,train
10552,8516,train
10553,9407,train
10554,2933,train
10555,17658,train
10556,10937,train
10557,17359,train
10558,18127,train
10559,11638,train
10560,1129,train
10561,731,train
10562,11110,train
10563,3084,train
10564,7297,train
10565,4588,train
10566,2795,train
10567,8979,train
10568,7601,train
10569,798,train
10570,6232,train
10571,734,train
10572,15890,train
10573,2244,train
10574,178,train
10575,11469,train
10576,11932,train
10577,1174,train
10578,16854,train
10579,10023,train
10580,9830,train
10581,790,train
10582,17579,train
10583,9973,train
10584,11393,train
10585,198,train
10586,14937,train
10587,12279,train
10588,7675,train
10589,548,train
10590,3339,train
10591,13413,train
10592,13373,train
10593,7465,train
10594,11772,train
10595,17871,train
10596,12659,train
10597,10506,train
10598,16143,train
10599,17172,train
10600,7533,train
10601,12514,train
10602,66,train
10603,4712,train
10604,5214,train
10605,11452,train
10606,16942,train
10607,5033,train
10608,14830,train
10609,2572,train
10610,16659,train
10611,15730,train
10612,622,train
10613,17197,train
10614,6222,train
10615,787,train
10616,3332,train
10617,18531,train
10618,6008,train
10619,15426,train
10620,8334,train
10621,17707,train
10622,11472,train
10623,13634,train
10624,15371,train
10625,15772,train
10626,12656,train
10627,12478,train
10628,515,train
10629,478,train
10630,4476,train
10631,9971,train
10632,10839,train
10633,17120,train
10634,12854,train
10635,6899,train
10636,14189,train
10637,1033,train
10638,13569,train
10639,2598,train
10640,1514,train
10641,6191,train
10642,16121,train
10643,7237,train
10644,5753,train
10645,14806,train
10646,17558,train
10647,8236,train
10648,8536,train
10649,5521,train
10650,1462,train
10651,7915,train
10652,1871,train
10653,14676,train
10654,4576,train
10655,17244,train
10656,7209,train
10657,9856,train
10658,11080,train
10659,14680,train
10660,7349,train
10661,4623,train
10662,18296,train
10663,4818,train
10664,220,train
10665,9953,train
10666,17258,train
10667,11389,train
10668,14303,train
10669,17195,train
10670,2476,train
10671,4248,train
10672,6115,train
10673,18094,train
10674,10941,train
10675,17328,train
10676,6487,train
10677,13714,train
10678,10099,train
10679,16123,train
10680,14160,train
10681,12433,train
10682,5650,train
10683,12886,train
10684,18039,train
10685,15800,train
10686,8052,train
10687,18126,train
10688,2881,train
